scenario,arm,repeat,complete_step_ms,command_ms,simulate_fetch_ms,completion_ms,restore_ms,stress_iterations
city25-airborne,A0,6,10.753763,8.6e-05,10.578826,0.174851,48.977806,88
city25-airborne,A0,7,10.680491,8e-05,10.510193,0.170218,44.564285,88
city25-airborne,A0,8,10.481484,8.4e-05,10.309362,0.172038,40.931609,88
city25-airborne,A0,9,10.4811,0.000117,10.30715,0.173833,42.279068,88
city25-airborne,A0,10,10.494104,0.000113,10.321316,0.172675,48.529428,88
city25-airborne,A0,11,10.452037,0.000119,10.283233,0.168685,42.941286,88
city25-airborne,A0,12,10.718287,0.000111,10.53226,0.185916,41.156305,88
city25-airborne,A0,13,10.589392,8.1e-05,10.419719,0.169592,40.84952,88
city25-airborne,A0,14,10.584255,8.3e-05,10.411356,0.172816,45.736523,88
city25-airborne,A0,15,10.495984,8.1e-05,10.342327,0.153576,43.249162,88
city25-airborne,A0,16,10.732114,8.5e-05,10.556459,0.17557,43.671925,88
city25-airborne,A0,17,10.569902,8.4e-05,10.38224,0.187578,41.015158,88
city25-airborne,A0,18,10.216851,8.2e-05,10.044767,0.172002,46.252298,88
city25-airborne,A0,19,10.509241,0.000106,10.339442,0.169693,42.680082,88
city25-airborne,B,0,13.643478,8.4e-05,13.461589,0.181805,358.591487,88
city25-airborne,B,1,10.430243,8.1e-05,10.249307,0.180855,41.639231,88
city25-airborne,B,2,9.874806,8.4e-05,9.697213,0.177509,41.584172,88
city25-airborne,B,3,9.839868,8.4e-05,9.635546,0.204238,50.216666,88
city25-airborne,B,4,9.810536,8e-05,9.62519,0.185266,41.394456,88
city25-airborne,B,5,9.441816,8.3e-05,9.262407,0.179326,41.141271,88
city25-airborne,B,6,9.955572,8.4e-05,9.770906,0.184582,41.699575,88
city25-airborne,B,7,7.687942,8.8e-05,7.534579,0.153275,56.69762,88
city25-airborne,B,8,9.709872,9.7e-05,9.489836,0.219939,41.486588,88
city25-airborne,B,9,8.814479,8.2e-05,8.636377,0.17802,41.206129,88
city25-airborne,B,10,8.739918,9.7e-05,8.544708,0.195113,41.253535,88
city25-airborne,B,11,9.709127,8.1e-05,9.527625,0.181421,57.82989,88
city25-airborne,B,12,9.735437,8.3e-05,9.550615,0.184739,41.759478,88
city25-airborne,B,13,9.657226,8e-05,9.457788,0.199358,41.700996,88
city25-airborne,B,14,9.826707,0.000112,9.636808,0.189787,41.589407,88
city25-airborne,B,15,9.36861,8.3e-05,9.182159,0.186368,56.922839,88
city25-airborne,B,16,9.638498,8.5e-05,9.425989,0.212424,41.854218,88
city25-airborne,B,17,9.59052,8.1e-05,9.410408,0.180031,41.251256,88
city25-airborne,B,18,9.598451,8.4e-05,9.392738,0.205629,41.76792,88
city25-airborne,B,19,9.747961,8.2e-05,9.567172,0.180707,57.091344,88
city25-airborne,A1,0,14.109736,8e-05,13.910476,0.19918,371.089188,88
city25-airborne,A1,1,11.122172,0.000155,10.951815,0.170202,42.637251,88
city25-airborne,A1,2,10.905411,8.2e-05,10.703368,0.201961,46.012575,88
city25-airborne,A1,3,10.875031,9.4e-05,10.704686,0.170251,41.724039,88
city25-airborne,A1,4,10.700901,9.3e-05,10.52607,0.174738,41.328784,88
city25-airborne,A1,5,10.731567,8.1e-05,10.549808,0.181678,41.864418,88
city25-airborne,A1,6,10.524984,8e-05,10.336438,0.188466,55.43128,88
city25-airborne,A1,7,10.520173,8.1e-05,10.330524,0.189568,41.624729,88
city25-airborne,A1,8,10.998598,8e-05,10.783454,0.215064,41.867299,88
city25-airborne,A1,9,10.808843,8.1e-05,10.605356,0.203406,42.197159,88
city25-airborne,A1,10,10.568901,8.9e-05,10.40236,0.166452,56.813293,88
city25-airborne,A1,11,10.704888,8e-05,10.528488,0.17632,41.673569,88
city25-airborne,A1,12,10.517851,7.5e-05,10.343167,0.174609,41.608135,88
city25-airborne,A1,13,10.56529,8.1e-05,10.386196,0.179013,41.598841,88
city25-airborne,A1,14,10.79976,8.1e-05,10.616427,0.183252,56.239449,88
city25-airborne,A1,15,9.979968,0.000147,9.809716,0.170105,42.098556,88
city25-airborne,A1,16,10.271224,8.1e-05,10.073013,0.19813,42.136232,88
city25-airborne,A1,17,10.550953,0.000153,10.371822,0.178978,42.018728,88
city25-airborne,A1,18,8.590531,8.1e-05,8.443633,0.146817,58.347302,88
city25-airborne,A1,19,10.522148,8.1e-05,10.346944,0.175123,41.742692,88
city25-initial-impact,A0,0,49.891963,8e-05,49.65035,0.241533,368.164035,304
city25-initial-impact,A0,1,37.309214,9e-05,37.057435,0.251689,43.714671,304
city25-initial-impact,A0,2,40.244058,9.1e-05,39.987261,0.256706,42.180873,304
city25-initial-impact,A0,3,39.525657,8.7e-05,39.280373,0.245197,41.77096,304
city25-initial-impact,A0,4,40.420454,9.4e-05,40.092137,0.328223,42.161152,304
city25-initial-impact,A0,5,38.607342,0.000101,38.342923,0.264318,43.09495,304
city25-initial-impact,A0,6,38.91967,9.3e-05,38.664054,0.255523,41.758408,304
city25-initial-impact,A0,7,38.503715,8.7e-05,38.260153,0.243475,44.997341,304
city25-initial-impact,A0,8,39.840483,9e-05,39.596617,0.243776,43.148896,304
city25-initial-impact,A0,9,40.203332,9.6e-05,39.960518,0.242718,42.275033,304
city25-initial-impact,A0,10,38.534196,8.4e-05,38.276194,0.257918,46.162261,304
city25-initial-impact,A0,11,36.839917,9.5e-05,36.598363,0.241459,42.414673,304
city25-initial-impact,A0,12,38.837243,8.8e-05,38.551131,0.286024,41.8813,304
city25-initial-impact,A0,13,38.463467,9.7e-05,38.217591,0.245779,50.249159,304
city25-initial-impact,A0,14,39.136636,0.000101,38.894253,0.242282,44.137017,304
city25-initial-impact,A0,15,38.682126,9.5e-05,38.428686,0.253345,41.79141,304
city25-initial-impact,A0,16,37.801073,8.8e-05,37.559316,0.241669,43.107391,304
city25-initial-impact,A0,17,38.648805,0.000103,38.391325,0.257377,45.327186,304
city25-initial-impact,A0,18,38.279764,9.3e-05,38.013994,0.265677,49.297533,304
city25-initial-impact,A0,19,42.012348,8.5e-05,41.769537,0.242726,49.266612,304
city25-initial-impact,B,0,45.316123,0.000148,45.142929,0.173046,361.280798,304
city25-initial-impact,B,1,38.622078,0.00014,38.446371,0.175567,42.434009,304
city25-initial-impact,B,2,37.831387,0.000149,37.639555,0.191683,41.6659,304
city25-initial-impact,B,3,37.045419,0.00018,36.869431,0.175808,41.3132,304
city25-initial-impact,B,4,38.864929,0.000143,38.664915,0.199871,44.54877,304
city25-initial-impact,B,5,36.34672,0.000134,36.18789,0.158696,46.715505,304
city25-initial-impact,B,6,37.214159,0.000148,37.04645,0.167561,44.22814,304
city25-initial-impact,B,7,33.105496,0.000146,32.921084,0.184266,49.148115,304
city25-initial-impact,B,8,35.000789,9.1e-05,34.83138,0.169318,41.96944,304
city25-initial-impact,B,9,32.892003,8e-05,32.720606,0.171317,42.264201,304
city25-initial-impact,B,10,37.547206,0.00012,37.365582,0.181504,42.816047,304
city25-initial-impact,B,11,38.417348,0.000156,38.230058,0.187134,44.315216,304
city25-initial-impact,B,12,35.870268,0.000144,35.632507,0.237617,43.729029,304
city25-initial-impact,B,13,35.425122,0.00012,35.249106,0.175896,43.139586,304
city25-initial-impact,B,14,30.93276,0.000108,30.790645,0.142007,45.273613,304
city25-initial-impact,B,15,34.123163,0.000141,33.988294,0.134728,41.614066,304
city25-initial-impact,B,16,32.816022,0.000145,32.624831,0.191046,42.274545,304
city25-initial-impact,B,17,34.081186,0.000153,33.885867,0.195166,45.428908,304
city25-initial-impact,B,18,33.971048,0.000118,33.759536,0.211394,41.620938,304
city25-initial-impact,B,19,34.731923,0.000119,34.560943,0.170861,42.593254,304
city25-initial-impact,A1,0,47.934617,0.000113,47.75069,0.183814,372.113356,304
city25-initial-impact,A1,1,41.553698,9e-05,41.430877,0.122731,50.237144,304
city25-initial-impact,A1,2,43.912516,0.000135,42.630348,1.282033,46.021501,304
city25-initial-impact,A1,3,38.213895,0.000123,38.022167,0.191605,43.134469,304
city25-initial-impact,A1,4,37.583248,0.000118,37.405814,0.177316,55.947695,304
city25-initial-impact,A1,5,38.880597,0.000126,38.701613,0.178858,42.89908,304
city25-initial-impact,A1,6,40.410924,6.8e-05,40.228946,0.18191,42.559546,304
city25-initial-impact,A1,7,38.503548,0.000106,38.32857,0.174872,55.163723,304
city25-initial-impact,A1,8,37.601394,0.000123,37.459889,0.141382,46.426796,304
city25-initial-impact,A1,9,36.707469,0.000114,36.51986,0.187495,42.763049,304
city25-initial-impact,A1,10,37.846895,0.000118,37.665922,0.180855,54.769666,304
city25-initial-impact,A1,11,36.41012,0.000123,36.225582,0.184415,43.255447,304
city25-initial-impact,A1,12,37.552406,0.000136,37.369408,0.182862,43.359753,304
city25-initial-impact,A1,13,37.44698,0.000109,37.269306,0.177565,57.1067,304
city25-initial-impact,A1,14,37.920773,0.000117,37.747402,0.173254,43.009533,304
city25-initial-impact,A1,15,36.631053,8.4e-05,36.454654,0.176315,42.668919,304
city25-initial-impact,A1,16,38.245899,8.9e-05,38.038208,0.207602,59.512343,304
city25-initial-impact,A1,17,39.334815,0.000128,39.163445,0.171242,48.762495,304
city25-initial-impact,A1,18,37.84698,0.000112,37.666503,0.180365,43.3898,304
city25-initial-impact,A1,19,37.522362,8.2e-05,37.33917,0.18311,51.045476,304
city25-post-impact,A0,0,29.413356,0.00013,29.221746,0.19148,373.070004,332
city25-post-impact,A0,1,23.652126,0.000131,23.477079,0.174916,44.647876,332
city25-post-impact,A0,2,21.962137,0.000128,21.786778,0.175231,44.377958,332
city25-post-impact,A0,3,21.126827,0.000103,20.944868,0.181856,43.912119,332
city25-post-impact,A0,4,22.044786,0.00012,21.832287,0.212379,46.003439,332
city25-post-impact,A0,5,23.053332,0.000132,22.874922,0.178278,48.56499,332
city25-post-impact,A0,6,21.483402,0.000129,21.304965,0.178308,44.775015,332
city25-post-impact,A0,7,21.446887,0.00014,21.27069,0.176057,45.170873,332
city25-post-impact,A0,8,21.504871,0.000138,21.32554,0.179193,53.158097,332
city25-post-impact,A0,9,25.72091,0.000136,25.53892,0.181854,44.652919,332
city25-post-impact,A0,10,21.528755,0.000129,21.353804,0.174822,45.002471,332
city25-post-impact,A0,11,22.189914,8.3e-05,21.976278,0.213553,45.71185,332
city25-post-impact,A0,12,21.806726,0.000131,21.629253,0.177342,46.524498,332
city25-post-impact,A0,13,21.705939,0.000133,21.541096,0.16471,44.419778,332
city25-post-impact,A0,14,21.397675,0.000139,21.218834,0.178702,54.054763,332
city25-post-impact,A0,15,21.58568,0.000166,21.385257,0.200257,47.993557,332
city25-post-impact,A0,16,21.274405,0.000136,21.091325,0.182944,44.840488,332
city25-post-impact,A0,17,21.113725,0.000129,20.98119,0.132406,45.601029,332
city25-post-impact,A0,18,23.780109,0.000261,23.574646,0.205202,74.466015,332
city25-post-impact,A0,19,21.689139,0.000147,21.467884,0.221108,51.627137,332
city25-post-impact,B,0,34.905606,8.1e-05,34.659681,0.245844,383.068278,332
city25-post-impact,B,1,24.117104,0.000103,23.839546,0.277455,56.304965,332
city25-post-impact,B,2,21.435571,0.000176,21.300302,0.135093,43.549888,332
city25-post-impact,B,3,22.975304,9.3e-05,22.733474,0.241737,43.510692,332
city25-post-impact,B,4,21.04278,0.000102,20.867236,0.175442,48.553062,332
city25-post-impact,B,5,20.722635,0.000133,20.521747,0.200755,44.767911,332
city25-post-impact,B,6,23.640069,0.000112,23.460155,0.179802,44.576739,332
city25-post-impact,B,7,22.589485,0.000112,22.413386,0.175987,44.076384,332
city25-post-impact,B,8,22.889082,9.9e-05,22.70856,0.180423,56.061985,332
city25-post-impact,B,9,20.174013,0.000146,20.001632,0.172235,44.847273,332
city25-post-impact,B,10,20.203588,9.7e-05,20.029121,0.17437,43.780625,332
city25-post-impact,B,11,21.502869,0.000106,21.304254,0.198509,44.0246,332
city25-post-impact,B,12,21.03272,9.8e-05,20.858811,0.173811,44.859274,332
city25-post-impact,B,13,21.379413,0.000148,21.205172,0.174093,43.903843,332
city25-post-impact,B,14,20.574483,0.000134,20.39674,0.177609,51.872993,332
city25-post-impact,B,15,21.937878,8.5e-05,21.751088,0.186705,56.207957,332
city25-post-impact,B,16,22.03683,0.000103,21.827811,0.208916,43.971124,332
city25-post-impact,B,17,21.123988,0.0001,20.940042,0.183846,43.898915,332
city25-post-impact,B,18,21.557758,8.5e-05,21.371863,0.18581,50.761312,332
city25-post-impact,B,19,20.068296,0.00012,19.882893,0.185283,46.326842,332
city25-post-impact,A1,0,28.915042,8e-05,28.695492,0.21947,384.68501,332
city25-post-impact,A1,1,23.720148,8.3e-05,23.515745,0.20432,52.318391,332
city25-post-impact,A1,2,24.184912,0.000161,24.017113,0.167638,46.883145,332
city25-post-impact,A1,3,26.52107,8.6e-05,26.296945,0.224039,45.79038,332
city25-post-impact,A1,4,23.818877,8.2e-05,23.614295,0.2045,56.752501,332
city25-post-impact,A1,5,21.588703,8.2e-05,21.364413,0.224208,45.643613,332
city25-post-impact,A1,6,24.271909,8.3e-05,24.022519,0.249307,50.326865,332
city25-post-impact,A1,7,21.753104,8.3e-05,21.530992,0.222029,48.507576,332
city25-post-impact,A1,8,21.558228,8.2e-05,21.341357,0.216789,45.837332,332
city25-post-impact,A1,9,21.218251,8.4e-05,21.004759,0.213408,44.878686,332
city25-post-impact,A1,10,22.65803,8.1e-05,22.443125,0.214824,46.639072,332
city25-post-impact,A1,11,18.429715,8.3e-05,18.26506,0.164572,55.180632,332
city25-post-impact,A1,12,18.699035,0.000108,18.515042,0.183885,45.477925,332
city25-post-impact,A1,13,21.62935,8.4e-05,21.457271,0.171995,45.380153,332
city25-post-impact,A1,14,21.924429,8.4e-05,21.733815,0.19053,48.637584,332
city25-post-impact,A1,15,21.009541,8.1e-05,20.77713,0.23233,46.248856,332
city25-post-impact,A1,16,21.840246,8e-05,21.606831,0.233335,45.405505,332
city25-post-impact,A1,17,21.852234,0.000117,21.668325,0.183792,47.412808,332
city25-post-impact,A1,18,21.685506,8.5e-05,21.474878,0.210543,51.168194,332
city25-post-impact,A1,19,21.298031,0.000118,21.071322,0.226591,46.571036,332
city25-cascading-fracture,A0,0,49.896434,8.7e-05,49.701175,0.195172,373.596992,388
city25-cascading-fracture,A0,1,39.841143,0.000115,39.64111,0.199918,44.597934,388
city25-cascading-fracture,A0,2,39.64571,8e-05,39.471125,0.174505,43.935331,388
city25-cascading-fracture,A0,3,36.245316,8.6e-05,36.121538,0.123692,43.964195,388
city25-cascading-fracture,A0,4,40.36853,8e-05,40.183828,0.184622,46.058231,388
city25-cascading-fracture,A0,5,40.444426,8.3e-05,40.267551,0.176792,44.199306,388
city25-cascading-fracture,A0,6,37.19494,6.9e-05,37.012574,0.182297,44.01248,388
city25-cascading-fracture,A0,7,37.178165,8.3e-05,36.985174,0.192908,47.825828,388
city25-cascading-fracture,A0,8,37.152614,8.2e-05,36.972261,0.180271,44.390465,388
city25-cascading-fracture,A0,9,37.68687,8.5e-05,37.505027,0.181758,44.708886,388
city25-cascading-fracture,A0,10,37.379544,8e-05,37.186538,0.192926,49.306507,388
city25-cascading-fracture,A0,11,37.907322,8.3e-05,37.729655,0.177584,44.312071,388
city25-cascading-fracture,A0,12,38.194388,8.3e-05,38.003077,0.191228,45.239948,388
city25-cascading-fracture,A0,13,44.392503,8.5e-05,44.195775,0.196643,51.7031,388
city25-cascading-fracture,A0,14,38.438641,8.3e-05,38.233329,0.205229,46.006516,388
city25-cascading-fracture,A0,15,38.271894,8.2e-05,38.093704,0.178108,44.310362,388
city25-cascading-fracture,A0,16,38.472236,8.1e-05,38.288099,0.184056,48.894322,388
city25-cascading-fracture,A0,17,37.220463,8.1e-05,37.045134,0.175248,46.182146,388
city25-cascading-fracture,A0,18,37.9505,8.2e-05,37.766167,0.184251,44.930833,388
city25-cascading-fracture,A0,19,38.06582,8.4e-05,37.881901,0.183835,51.117695,388
city25-cascading-fracture,B,0,49.227725,0.000118,48.980429,0.247178,378.855824,388
city25-cascading-fracture,B,1,41.412812,0.000136,41.159813,0.252863,49.950141,388
city25-cascading-fracture,B,2,37.421325,0.00014,37.162182,0.259003,45.988583,388
city25-cascading-fracture,B,3,40.186295,8.1e-05,39.907096,0.279118,45.463089,388
city25-cascading-fracture,B,4,39.867853,0.000113,39.606313,0.261427,50.922914,388
city25-cascading-fracture,B,5,38.344928,0.000116,38.084047,0.260765,45.449276,388
city25-cascading-fracture,B,6,38.299928,0.00012,38.041373,0.258435,52.353284,388
city25-cascading-fracture,B,7,38.05019,0.000122,37.785294,0.264774,45.915838,388
city25-cascading-fracture,B,8,38.900238,0.000112,38.65029,0.249836,46.053661,388
city25-cascading-fracture,B,9,38.014265,0.000107,37.762184,0.251974,47.210953,388
city25-cascading-fracture,B,10,38.750966,0.000119,38.496636,0.254211,48.099826,388
city25-cascading-fracture,B,11,37.375879,0.000121,37.074723,0.301035,45.841088,388
city25-cascading-fracture,B,12,37.588904,0.000108,37.203117,0.385679,48.460206,388
city25-cascading-fracture,B,13,39.004681,0.000132,38.729211,0.275338,45.905923,388
city25-cascading-fracture,B,14,37.836149,0.000109,37.626967,0.209073,45.236158,388
city25-cascading-fracture,B,15,31.125641,0.000116,30.937596,0.187929,48.076405,388
city25-cascading-fracture,B,16,33.607309,0.000129,33.421604,0.185576,45.451154,388
city25-cascading-fracture,B,17,37.987934,0.000124,37.808348,0.179462,45.583964,388
city25-cascading-fracture,B,18,37.222301,0.000111,37.028395,0.193795,48.020432,388
city25-cascading-fracture,B,19,36.636951,0.00012,36.457901,0.17893,45.572645,388
city25-cascading-fracture,A1,0,50.606012,0.000128,50.421254,0.18463,364.810833,388
city25-cascading-fracture,A1,1,42.399834,0.000134,42.213923,0.185777,60.590853,388
city25-cascading-fracture,A1,2,43.73155,0.000132,43.55183,0.179588,44.395814,388
city25-cascading-fracture,A1,3,39.350359,0.000147,39.174339,0.175873,44.49473,388
city25-cascading-fracture,A1,4,41.208704,0.000142,41.027068,0.181494,49.129465,388
city25-cascading-fracture,A1,5,41.357702,0.000123,41.164483,0.193096,47.706586,388
city25-cascading-fracture,A1,6,38.872588,0.00013,38.697336,0.175122,45.048131,388
city25-cascading-fracture,A1,7,37.71103,0.000127,37.536794,0.174109,45.0935,388
city25-cascading-fracture,A1,8,42.669976,0.000151,42.483518,0.186307,45.543992,388
city25-cascading-fracture,A1,9,38.029546,0.00013,37.857124,0.172292,45.47515,388
city25-cascading-fracture,A1,10,38.385855,0.000123,38.212411,0.173321,48.901197,388
city25-cascading-fracture,A1,11,39.251445,0.000131,39.074811,0.176503,45.744714,388
city25-cascading-fracture,A1,12,38.416757,0.000128,38.238562,0.178067,45.596865,388
city25-cascading-fracture,A1,13,41.015005,0.000128,40.839304,0.175573,46.834166,388
city25-cascading-fracture,A1,14,39.986857,0.00012,39.811032,0.175705,46.903629,388
city25-cascading-fracture,A1,15,41.068695,0.000138,40.892857,0.1757,51.551287,388
city25-cascading-fracture,A1,16,39.303758,0.000128,39.116452,0.187178,45.440131,388
city25-cascading-fracture,A1,17,39.856352,0.000127,39.681425,0.1748,46.743486,388
city25-cascading-fracture,A1,18,40.513624,0.000141,40.338423,0.17506,49.578852,388
city25-cascading-fracture,A1,19,37.877116,0.000128,37.702024,0.174964,46.392466,388
city25-fragmented-loaded,A0,0,61.314973,0.000132,61.14617,0.168671,376.930207,536
city25-fragmented-loaded,A0,1,54.694683,0.000134,54.526826,0.167723,47.403689,536
city25-fragmented-loaded,A0,2,50.419313,0.000218,50.249818,0.169277,45.613332,536
city25-fragmented-loaded,A0,3,51.692643,0.00013,51.506275,0.186238,53.009133,536
city25-fragmented-loaded,A0,4,51.458399,0.000162,51.271883,0.186354,49.255028,536
city25-fragmented-loaded,A0,5,50.265845,0.00017,50.093162,0.172513,45.663968,536
city25-fragmented-loaded,A0,6,54.635102,0.000128,54.400708,0.234266,60.807821,536
city25-fragmented-loaded,A0,7,51.261887,0.000136,51.074191,0.18756,46.269519,536
city25-fragmented-loaded,A0,8,50.173952,0.00014,50.004198,0.169614,50.536327,536
city25-fragmented-loaded,A0,9,46.271734,0.000136,46.097476,0.174122,46.912828,536
city25-fragmented-loaded,A0,10,46.835082,0.00014,46.644913,0.190029,45.765747,536
city25-fragmented-loaded,A0,11,55.712298,0.00015,55.539859,0.172289,46.561496,536
city25-fragmented-loaded,A0,12,53.530138,0.000158,53.337686,0.192294,46.703584,536
city25-fragmented-loaded,A0,13,52.701661,0.000151,52.52909,0.17242,46.326284,536
city25-fragmented-loaded,A0,14,50.730213,0.00016,50.559009,0.171044,46.808259,536
city25-fragmented-loaded,A0,15,53.273766,0.000117,53.088458,0.185191,46.21747,536
city25-fragmented-loaded,A0,16,55.302175,0.000142,55.13494,0.167093,60.214889,536
city25-fragmented-loaded,A0,17,52.560037,0.00015,52.387661,0.172226,45.896454,536
city25-fragmented-loaded,A0,18,53.718417,0.000141,53.53461,0.183666,46.319387,536
city25-fragmented-loaded,A0,19,54.816948,0.000171,54.645214,0.171563,57.183762,536
city25-fragmented-loaded,B,0,65.42381,9.5e-05,65.285386,0.138329,387.046039,536
city25-fragmented-loaded,B,1,55.608992,8.6e-05,55.413973,0.194933,48.53129,536
city25-fragmented-loaded,B,2,51.027952,0.000128,50.857004,0.17082,46.882089,536
city25-fragmented-loaded,B,3,52.718473,0.000101,52.539834,0.178538,54.779885,536
city25-fragmented-loaded,B,4,53.209101,0.000103,53.014335,0.194663,47.201703,536
city25-fragmented-loaded,B,5,52.661803,0.000108,52.478525,0.18317,47.097524,536
city25-fragmented-loaded,B,6,49.898509,8.5e-05,49.716997,0.181427,46.711759,536
city25-fragmented-loaded,B,7,51.525187,0.000109,51.342955,0.182123,46.012804,536
city25-fragmented-loaded,B,8,52.643525,0.000104,52.426674,0.216747,47.176176,536
city25-fragmented-loaded,B,9,52.070004,8.5e-05,51.879381,0.190538,45.82544,536
city25-fragmented-loaded,B,10,52.337122,0.000102,52.139799,0.197221,45.662537,536
city25-fragmented-loaded,B,11,49.825435,0.000101,49.637605,0.187729,46.519108,536
city25-fragmented-loaded,B,12,52.379122,0.000112,52.193285,0.185725,47.244307,536
city25-fragmented-loaded,B,13,58.023572,0.000102,57.819371,0.204099,54.413641,536
city25-fragmented-loaded,B,14,50.567102,8.8e-05,50.350675,0.216339,48.481433,536
city25-fragmented-loaded,B,15,61.751974,8.5e-05,61.55304,0.198849,46.200466,536
city25-fragmented-loaded,B,16,48.116479,0.000103,47.938468,0.177908,53.888286,536
city25-fragmented-loaded,B,17,53.125513,8.5e-05,52.938048,0.18738,46.468866,536
city25-fragmented-loaded,B,18,49.094801,9.8e-05,48.906824,0.187879,47.691534,536
city25-fragmented-loaded,B,19,52.173371,9.5e-05,51.980257,0.193019,46.729606,536
city25-fragmented-loaded,A1,0,62.744194,0.000138,62.547142,0.196914,390.884467,536
city25-fragmented-loaded,A1,1,51.438937,0.000118,51.235289,0.20353,47.220469,536
city25-fragmented-loaded,A1,2,52.147638,9.6e-05,51.942278,0.205264,47.06986,536
city25-fragmented-loaded,A1,3,49.864973,0.000107,49.669948,0.194918,51.011493,536
city25-fragmented-loaded,A1,4,52.012472,0.00011,51.795089,0.217273,46.947063,536
city25-fragmented-loaded,A1,5,50.507974,0.000132,50.262377,0.245465,54.614665,536
city25-fragmented-loaded,A1,6,48.606428,0.000155,48.45189,0.154383,48.735481,536
city25-fragmented-loaded,A1,7,50.430509,0.000145,50.216065,0.214299,47.681596,536
city25-fragmented-loaded,A1,8,50.949864,0.000133,50.701125,0.248606,54.851427,536
city25-fragmented-loaded,A1,9,52.232623,0.000123,52.014948,0.217552,47.705865,536
city25-fragmented-loaded,A1,10,53.050591,0.000111,52.850721,0.199759,49.365952,536
city25-fragmented-loaded,A1,11,50.193473,0.000169,50.000566,0.192738,50.906171,536
city25-fragmented-loaded,A1,12,49.855897,0.000139,49.664359,0.191399,48.06195,536
city25-fragmented-loaded,A1,13,51.249599,0.000222,50.979233,0.270144,49.032656,536
city25-fragmented-loaded,A1,14,51.519582,0.00012,51.387201,0.132261,48.03872,536
city25-fragmented-loaded,A1,15,47.5195,0.000132,47.297797,0.221571,54.072754,536
city25-fragmented-loaded,A1,16,47.721169,0.000136,47.453982,0.267051,47.914098,536
city25-fragmented-loaded,A1,17,52.983271,0.000125,52.78418,0.198966,47.723994,536
city25-fragmented-loaded,A1,18,53.123715,0.000129,52.919669,0.203917,50.414982,536
city25-fragmented-loaded,A1,19,51.905483,0.000104,51.654052,0.251327,48.999075,536
city25-late-debris,A0,0,75.383106,0.000106,75.123659,0.259341,372.893084,676
city25-late-debris,A0,1,72.672646,0.000146,72.477283,0.195217,46.956939,676
city25-late-debris,A0,2,68.791851,0.000105,68.578791,0.212955,57.69511,676
city25-late-debris,A0,3,67.27481,0.000118,67.03455,0.240142,51.109108,676
city25-late-debris,A0,4,69.168575,0.000124,68.971325,0.197126,49.621399,676
city25-late-debris,A0,5,67.446211,0.000109,67.259594,0.186508,49.101735,676
city25-late-debris,A0,6,65.474962,0.00012,65.251864,0.222978,46.985146,676
city25-late-debris,A0,7,56.135834,0.000119,55.930761,0.204954,50.698735,676
city25-late-debris,A0,8,64.885289,0.000109,64.6925,0.19268,49.145618,676
city25-late-debris,A0,9,68.756576,0.000111,68.561343,0.195122,59.408796,676
city25-late-debris,A0,10,66.094135,0.000108,65.885451,0.208576,49.978787,676
city25-late-debris,A0,11,66.379199,0.000118,66.202185,0.176896,48.14032,676
city25-late-debris,A0,12,64.93122,0.000115,64.75426,0.176845,47.70209,676
city25-late-debris,A0,13,69.080398,0.00011,68.808875,0.271413,56.819527,676
city25-late-debris,A0,14,68.207443,0.000118,68.028296,0.179029,48.900508,676
city25-late-debris,A0,15,65.897081,0.000112,65.700634,0.196335,48.514616,676
city25-late-debris,A0,16,66.917425,0.000118,66.664047,0.25326,48.589746,676
city25-late-debris,A0,17,66.100729,0.000146,65.915611,0.184972,53.03859,676
city25-late-debris,A0,18,63.406908,0.000122,63.28615,0.120636,50.629306,676
city25-late-debris,A0,19,64.20653,0.000121,64.018789,0.18762,50.401365,676
city25-late-debris,B,0,82.363039,8.9e-05,82.183712,0.179238,386.664392,676
city25-late-debris,B,1,69.523779,9.8e-05,69.327741,0.19594,48.838626,676
city25-late-debris,B,2,70.650764,0.000103,70.43407,0.216591,48.291877,676
city25-late-debris,B,3,68.525034,8.1e-05,68.243358,0.281595,51.893967,676
city25-late-debris,B,4,64.739817,8.1e-05,64.532677,0.207059,50.245925,676
city25-late-debris,B,5,65.416278,9.7e-05,65.199645,0.216536,59.043375,676
city25-late-debris,B,6,66.387058,9.5e-05,66.196128,0.190835,47.671018,676
city25-late-debris,B,7,66.343782,0.000102,66.136206,0.207474,50.348873,676
city25-late-debris,B,8,65.415138,8e-05,65.213408,0.20165,50.506597,676
city25-late-debris,B,9,64.809014,8.6e-05,64.567882,0.241046,48.772468,676
city25-late-debris,B,10,65.737747,8.1e-05,65.502602,0.235064,54.640357,676
city25-late-debris,B,11,68.076787,8e-05,67.840577,0.23613,50.010509,676
city25-late-debris,B,12,67.464491,0.000141,67.178385,0.285965,57.049933,676
city25-late-debris,B,13,67.759912,9.6e-05,67.499586,0.26023,53.857101,676
city25-late-debris,B,14,65.865104,0.000117,65.609511,0.255476,59.284133,676
city25-late-debris,B,15,66.617369,0.00011,66.398172,0.219087,53.765237,676
city25-late-debris,B,16,65.696687,8.9e-05,65.468496,0.228102,58.21968,676
city25-late-debris,B,17,68.831757,8.9e-05,68.601506,0.230162,52.783162,676
city25-late-debris,B,18,65.974359,9.1e-05,65.751328,0.22294,55.742341,676
city25-late-debris,B,19,67.374033,0.000118,67.12334,0.250575,55.897024,676
city25-late-debris,A1,0,86.900793,0.000142,86.652014,0.248637,389.997595,676
