step,simulation_seconds,physics_step_ms,stress_solve_ms,frame_host_ms,bodies,awake_bodies,splits_total,contacts_total,resim_passes,correction_status,contacts_frame,projectiles_active,bonds_broken,stress_iterations,stress_converged,observation_ms,gpu_render_submit_and_export_ms,logical_clusters,native_dynamic_bodies,native_kinematic_bodies,active_dynamic_bodies,active_kinematic_bodies,contact_pairs,contact_pairs_with_contacts,solver_rows,stress_active_nodes,stress_active_bonds,stress_islands,graph_d2h_bytes,pre_solve_pairs,simulation_start_ns,simulation_end_ns,process_cpu_ms,complete_step_ms,command_ms,completion_ms,complete_start_ns,complete_end_ns,phase_output_start_ns,phase_output_end_ns,stress_passes,post_correction_bonds_broken,contact_reuse_fallbacks
147,2.4666666984558105,6.4877260000000003,0,9.6796159999999993,32,32,30,39713,0,0,351,1,0,149,1,3.1626069999999999,0.205371,31,31,1,31,1,11,0,0,358,605,9,0,127,205070407353087,205070413842325,6.8846069999999999,6.5397319999999999,8.0000000000000007e-05,0.051925999999999917,205070407353027,205070413892648,0,0,1,0,0
148,2.4833333492279053,6.5531670000000002,0,9.9266559999999995,32,32,30,40060,0,0,347,1,0,151,1,3.338203,0.20555200000000001,31,31,1,31,1,11,0,0,358,605,9,0,123,205070417036571,205070423591260,6.9915260000000004,6.6040520000000003,8.0000000000000007e-05,0.050805000000000433,205070417036500,205070423640472,0,0,1,0,0
149,2.5000002384185791,7.8736100000000002,0,10.890366,32,32,30,40412,0,0,352,1,0,187,1,2.9909279999999998,0.20844799999999999,31,31,1,31,1,11,0,0,358,605,9,0,123,205070426967484,205070434842858,8.2722079999999991,7.9253660000000004,0.0001,0.051656000000000368,205070426967414,205070434892660,0,0,1,0,0
150,2.5166668891906738,6.4886679999999997,0,9.5947680000000002,32,32,30,40760,0,0,348,1,0,151,1,3.078821,0.20677400000000001,31,31,1,31,1,11,0,0,358,605,9,0,123,205070437861978,205070444352088,6.8952970000000002,6.5391300000000001,9.0000000000000006e-05,0.050372000000000305,205070437861918,205070444400958,0,0,1,0,0
151,2.5333335399627686,7.8012360000000003,0,10.885928,32,32,30,41110,0,0,350,1,0,185,1,3.0488849999999998,0.196996,31,31,1,31,1,11,0,0,358,605,9,0,123,205070447460624,205070455263383,8.1864509999999999,7.8434140000000001,8.0000000000000007e-05,0.042098000000000191,205070447460564,205070455303888,0,0,1,0,0
152,2.5500001907348633,7.9467270000000001,0,11.052758000000001,32,32,30,41460,0,0,350,1,0,186,1,3.0789409999999999,0.198409,31,31,1,31,1,11,0,0,358,605,9,0,125,205070458351571,205070466300031,8.3656140000000008,7.9916,0.00011,0.044762999999999664,205070458351491,205070466342991,0,0,1,0,0
153,2.566666841506958,5.7500039999999997,0,8.7682029999999997,32,32,30,41816,0,0,356,1,0,131,1,2.9912679999999998,0.201594,31,31,1,31,1,11,0,0,358,605,9,0,125,205070469408547,205070475160004,6.1316519999999999,5.7953789999999996,8.0000000000000007e-05,0.045295000000000307,205070469408477,205070475203775,0,0,1,0,0
154,2.5833334922790527,7.6781269999999999,0,10.833421,32,32,30,42168,0,0,352,1,0,185,1,3.1231230000000001,0.19860900000000001,31,31,1,31,1,11,0,0,358,605,9,0,125,205070478180958,205070485860728,8.0394229999999993,7.721368,0.000101,0.043140000000000178,205070478180888,205070485902165,0,0,1,0,0
155,2.6000001430511475,7.7372769999999997,0,10.903812,32,32,30,42526,0,0,358,1,0,185,1,3.1350150000000001,0.21807499999999999,31,31,1,31,1,11,0,0,358,605,9,0,125,205070489019037,205070496758518,8.0904199999999999,7.7768810000000004,9.1000000000000003e-05,0.039513000000000353,205070489018967,205070496795767,0,0,1,0,0
156,2.6166667938232422,6.5735950000000001,0,9.3562159999999999,32,32,30,42878,0,0,352,1,0,148,1,2.7536659999999999,0.23407500000000001,31,31,1,31,1,11,0,0,358,605,9,0,127,205070499927326,205070506502614,7.0731970000000004,6.6325750000000001,9.0000000000000006e-05,0.058889999999999887,205070499927256,205070506559741,0,0,1,0,0
157,2.6333334445953369,7.6997869999999997,0,10.965325999999999,32,32,30,43238,0,0,360,1,0,185,1,3.2286389999999998,0.21060200000000001,31,31,1,31,1,11,0,0,358,605,9,0,127,205070509287028,205070516988259,8.0217580000000002,7.7459629999999997,9.0000000000000006e-05,0.046085999999999849,205070509286978,205070517032831,0,0,1,0,0
158,2.6500000953674316,9.5276139999999998,0,12.792370999999999,32,32,30,43601,0,0,363,1,0,228,1,3.229581,0.22761300000000001,31,31,1,31,1,11,0,0,358,605,9,0,135,205070520275978,205070529805716,9.9418360000000003,9.5851509999999998,0.00015100000000000001,0.057385999999999271,205070520275888,205070529860898,0,0,1,0,0
159,2.6666667461395264,8.7365239999999993,0,12.044810999999999,32,32,30,43967,0,0,366,1,0,213,1,3.2727110000000001,0.210592,31,31,1,31,1,11,0,0,358,605,9,0,135,205070533072416,205070541810533,9.1032659999999996,8.7928080000000008,0.00011,0.056174000000002167,205070533072346,205070541865044,0,0,1,0,0
160,2.6833333969116211,9.3679369999999995,0,12.444072999999999,32,32,30,44328,0,0,361,1,0,228,1,3.0395979999999998,0.20393900000000001,31,31,1,31,1,11,0,0,358,605,9,0,135,205070545121385,205070554490875,9.7969010000000001,9.408512,9.0000000000000006e-05,0.040485000000000326,205070545121315,205070554529727,0,0,1,0,0
161,2.7000000476837158,8.0446290000000005,0,10.706395000000001,32,32,30,44692,0,0,364,1,0,195,1,2.6354679999999999,0.19841900000000001,31,31,1,31,1,11,0,0,358,605,9,0,135,205070557569866,205070565616028,8.3848310000000001,8.0949220000000004,9.0000000000000006e-05,0.050202999999999776,205070557569796,205070565664618,0,0,1,0,0
162,2.7166666984558105,6.3853350000000004,0,9.4647780000000008,32,32,30,45055,0,0,363,1,0,149,1,3.049356,0.20443,31,31,1,31,1,11,0,0,358,605,9,0,135,205070568279838,205070574666535,6.7089920000000003,6.4372420000000004,6.9999999999999994e-05,0.051836999999999911,205070568279777,205070574716949,0,0,1,0,0
163,2.7333335876464844,7.8345279999999997,0,10.915122,32,32,30,45417,0,0,362,1,0,186,1,3.0459700000000001,0.19797799999999999,31,31,1,31,1,11,0,0,358,605,9,0,135,205070577748542,205070585584703,8.2943239999999996,7.8830780000000003,8.0000000000000007e-05,0.048470000000000901,205070577748482,205070585631480,0,0,1,0,0
164,2.7500002384185791,7.8994679999999997,0,10.541918000000001,32,32,30,45771,0,0,354,1,0,185,1,2.6164209999999999,0.20718500000000001,31,31,1,31,1,11,0,0,358,605,9,0,136,205070588668213,205070596569184,8.3179569999999998,7.9476979999999999,0.0001,0.04813000000000045,205070588668143,205070596615741,0,0,1,0,0
165,2.7666668891906738,6.3249129999999996,0,9.0058140000000009,32,32,30,46135,0,0,364,1,0,148,1,2.654903,0.20250599999999999,31,31,1,31,1,11,0,0,358,605,9,0,136,205070599213698,205070605539923,6.6558619999999999,6.3693949999999999,6.9999999999999994e-05,0.04441200000000034,205070599213638,205070605582963,0,0,1,0,0
166,2.7833335399627686,7.7548700000000004,0,10.801119999999999,32,32,30,46496,0,0,361,1,0,186,1,3.0037419999999999,0.20558199999999999,31,31,1,31,1,11,0,0,358,605,9,0,136,205070608222939,205070615979121,8.0815070000000002,7.8071770000000003,6.9999999999999994e-05,0.052236999999999867,205070608222889,205070616029996,0,0,1,0,0
167,2.8000001907348633,6.5616719999999997,0,9.7182490000000001,32,32,30,46861,0,0,365,1,0,150,1,3.128063,0.22825400000000001,31,31,1,31,1,11,0,0,358,605,9,0,136,205070619028508,205070625591814,6.9766260000000004,6.618309,8.1000000000000004e-05,0.056556000000000495,205070619028448,205070625646645,0,0,1,0,0
168,2.816666841506958,8.6448440000000009,0,11.884914,32,32,30,47226,0,0,365,1,0,203,1,3.2043339999999998,0.201795,31,31,1,31,1,12,0,0,358,605,9,0,137,205070628750743,205070637397260,9.1271159999999991,8.6962089999999996,9.0000000000000006e-05,0.051274999999998627,205070628750683,205070637446792,0,0,1,0,0
169,2.8333334922790527,8.5233980000000003,0,11.655958999999999,32,32,30,47594,0,0,368,1,0,204,1,3.0997300000000001,0.213536,31,31,1,31,1,12,0,0,358,605,9,0,137,205070640639775,205070649164686,8.9312129999999996,8.5861350000000005,9.0000000000000006e-05,0.062647000000000119,205070640639705,205070649225710,0,0,1,0,0
170,2.8500001430511475,6.5434289999999997,0,9.8814419999999998,32,32,30,47948,0,0,354,1,0,151,1,3.3063340000000001,0.211894,31,31,1,31,1,12,0,0,358,605,9,0,137,205070652302407,205070658847649,7.0012949999999998,6.598592,0.00012,0.055043000000000397,205070652302336,205070658900747,0,0,1,0,0
171,2.8666667938232422,7.7796960000000004,0,10.86534,32,32,30,48312,0,0,364,1,0,185,1,3.0487549999999999,0.201404,31,31,1,31,1,11,0,0,358,605,9,0,127,205070662189809,205070669971268,8.2573810000000005,7.8371230000000001,0.00012,0.057306999999999775,205070662189749,205070670026712,0,0,1,0,0
172,2.8833334445953369,6.4703429999999997,0,9.3705920000000003,32,32,30,48669,0,0,357,1,0,149,1,2.8667769999999999,0.207034,31,31,1,31,1,11,0,0,358,605,9,0,127,205070673059547,205070679531473,6.817062,6.523301,0.0001,0.052858000000000516,205070673059477,205070679582648,0,0,1,0,0
173,2.9000000953674316,6.6194699999999997,0,9.7339479999999998,32,32,30,49031,0,0,362,1,0,151,1,3.07829,0.207235,31,31,1,31,1,12,0,0,358,605,9,0,128,205070682434006,205070689055009,7.0549210000000002,6.6711460000000002,0.0001,0.051576000000000732,205070682433946,205070689104992,0,0,1,0,0
174,2.9166667461395264,7.8178369999999999,0,10.805418,32,32,30,49392,0,0,361,1,0,185,1,2.9612419999999999,0.20172499999999999,31,31,1,31,1,12,0,0,358,605,9,0,128,205070692171921,205070699991281,8.1799359999999997,7.8645740000000002,8.0000000000000007e-05,0.046657000000000615,205070692171861,205070700036345,0,0,1,0,0
175,2.9333333969116211,7.746143,0,10.776524999999999,32,32,30,49759,0,0,367,1,0,186,1,3.001557,0.20402899999999999,31,31,1,31,1,12,0,0,358,605,9,0,128,205070702981347,205070710728994,8.1481670000000008,7.79291,0.0001,0.046667000000000236,205070702981277,205070710774077,0,0,1,0,0
176,2.9500000476837158,6.6013960000000003,0,9.9983179999999994,32,32,30,50120,0,0,361,1,0,154,1,3.36382,0.20224600000000001,31,31,1,31,1,12,0,0,358,605,9,0,128,205070713763302,205070720366171,7.0268470000000001,6.6399480000000004,8.0000000000000007e-05,0.038472000000000506,205070713763242,205070720403100,0,0,1,0,0
177,2.9666669368743896,7.9079750000000004,0,11.131995,32,32,30,50484,0,0,364,1,0,186,1,3.1885849999999998,0.20654400000000001,31,31,1,31,1,13,0,0,358,605,9,0,129,205070723765768,205070731675446,8.371931,7.949071,0.0001,0.04099599999999981,205070723765708,205070731714679,0,0,1,0,0
178,2.9833335876464844,6.6426829999999999,0,9.8379510000000003,32,32,30,50843,0,0,359,1,0,153,1,3.1633779999999998,0.20909900000000001,31,31,1,31,1,13,0,0,358,605,9,0,129,205070734903705,205070741548041,7.1230989999999998,6.6946300000000001,0.000101,0.051846000000000281,205070734903645,205070741598134,0,0,1,0,0
179,3.0000002384185791,6.8041229999999997,0,9.8699999999999992,32,32,30,51207,0,0,364,1,0,154,1,3.0345390000000001,0.20266600000000001,31,31,1,31,1,13,0,0,358,605,9,0,129,205070744745713,205070751551479,7.3389470000000001,6.8473230000000003,0.0001,0.043100000000000804,205070744745643,205070751592876,0,0,1,0,0
180,3.0166668891906738,6.5101570000000004,0,9.6771220000000007,32,32,30,51568,0,0,361,1,0,150,1,3.1391830000000001,0.20812700000000001,31,31,1,31,1,12,0,0,358,605,9,0,128,205070754619690,205070761131531,6.9245570000000001,6.5604909999999999,9.0000000000000006e-05,0.050243999999999289,205070754619620,205070761180011,0,0,1,0,0
181,3.0333335399627686,7.7462739999999997,0,10.922575999999999,32,32,30,51928,0,0,360,1,0,182,1,3.1426400000000001,0.20602300000000001,31,31,1,31,1,12,0,0,358,605,9,0,128,205070764313954,205070772062352,8.1913719999999994,7.8030590000000002,0.00013999999999999999,0.056645000000000501,205070764313854,205070772116793,0,0,1,0,0
182,3.0500001907348633,7.7952349999999999,0,10.831265999999999,32,32,30,52287,0,0,359,1,0,185,1,3.0082599999999999,0.19911999999999999,31,31,1,31,1,11,0,0,358,605,9,0,127,205070775240758,205070783037426,8.1654940000000007,7.8403689999999999,9.0000000000000006e-05,0.045043999999999862,205070775240688,205070783080987,0,0,1,0,0
183,3.066666841506958,7.7504520000000001,0,10.798856000000001,32,32,30,52650,0,0,363,1,0,186,1,3.0197820000000002,0.197517,31,31,1,31,1,11,0,0,358,605,9,0,127,205070786075932,205070793827836,8.138026,7.7976190000000001,8.0000000000000007e-05,0.047087000000000323,205070786075872,205070793873391,0,0,1,0,0
184,3.0833334922790527,6.5892549999999996,0,9.7427840000000003,32,32,30,53004,0,0,354,1,0,154,1,3.1202679999999998,0.19986100000000001,31,31,1,31,1,11,0,0,358,605,9,0,127,205070796878976,205070803469743,6.9304439999999996,6.6353999999999997,9.1000000000000003e-05,0.046053999999999817,205070796878916,205070803514215,0,0,1,0,0
185,3.1000001430511475,7.7872500000000002,0,10.783968,32,32,30,53370,0,0,366,1,0,186,1,2.9702090000000001,0.20485,31,31,1,31,1,11,0,0,358,605,9,0,127,205070806641837,205070814430870,8.1233389999999996,7.8380140000000003,0.00011,0.050653999999999755,205070806641757,205070814479661,0,0,1,0,0
186,3.1166667938232422,6.5259960000000001,0,9.5594529999999995,32,32,30,53725,0,0,355,1,0,153,1,3.0074679999999998,0.202126,31,31,1,31,1,11,0,0,358,605,9,0,127,205070817429893,205070823957462,6.8890599999999997,6.5686859999999996,9.0000000000000006e-05,0.042599999999999305,205070817429833,205070823998429,0,0,1,0,0
187,3.1333334445953369,7.2250350000000001,0,10.265855999999999,32,32,30,54092,0,0,367,1,0,171,1,3.0086599999999999,0.19797799999999999,31,31,1,31,1,11,0,0,358,605,9,0,127,205070826993143,205070834219611,7.582897,7.2632770000000004,8.0000000000000007e-05,0.038162000000000695,205070826993073,205070834256279,0,0,1,0,0
188,3.1500000953674316,7.7647979999999999,0,10.927886000000001,32,32,30,54452,0,0,360,1,0,186,1,3.1344439999999998,0.207786,31,31,1,31,1,11,0,0,358,605,9,0,127,205070837263227,205070845029478,8.1290720000000007,7.816103,8.0000000000000007e-05,0.05122500000000052,205070837263167,205070845079170,0,0,1,0,0
189,3.1666667461395264,7.7413550000000004,0,10.788596999999999,32,32,30,54818,0,0,366,1,0,186,1,3.0185590000000002,0.20857800000000001,31,31,1,31,1,11,0,0,358,605,9,0,127,205070848195351,205070855938299,8.1376190000000008,7.7905360000000003,0.0001,0.049081000000000152,205070848195291,205070855985717,0,0,1,0,0
190,3.1833333969116211,6.5779129999999997,0,9.5589019999999998,32,32,30,55179,0,0,361,1,0,153,1,2.9514450000000001,0.20147399999999999,31,31,1,31,1,11,0,0,358,605,9,0,127,205070858988316,205070865567842,6.9127390000000002,6.627745,8.0000000000000007e-05,0.049752000000000685,205070858988246,205070865615911,0,0,1,0,0
191,3.2000002861022949,7.6901200000000003,0,10.754935,32,32,30,55541,0,0,362,1,0,185,1,3.0364719999999998,0.198098,31,31,1,31,1,11,0,0,358,605,9,0,127,205070868550995,205070876242588,8.0452659999999998,7.7366760000000001,8.0000000000000007e-05,0.046476000000000184,205070868550935,205070876287541,0,0,1,0,0
192,3.2166669368743896,7.754219,0,10.805559000000001,32,32,30,55901,0,0,360,1,0,185,1,3.0173670000000001,0.21451799999999999,31,31,1,31,1,11,0,0,358,605,9,0,127,205070879310538,205070887066530,8.1052769999999992,7.8170960000000003,9.0000000000000006e-05,0.062787000000000148,205070879310468,205070887127464,0,0,1,0,0
193,3.2333335876464844,6.5218780000000001,0,9.5821760000000005,32,32,30,56268,0,0,367,1,0,151,1,3.0247199999999999,0.20463000000000001,31,31,1,31,1,11,0,0,358,605,9,0,127,205070890120225,205070896643697,6.881602,6.5802480000000001,9.1000000000000003e-05,0.058278999999999748,205070890120155,205070896700292,0,0,1,0,0
194,3.2500002384185791,7.7541279999999997,0,10.972308,32,32,30,56625,0,0,357,1,0,185,1,3.1772339999999999,0.20840700000000001,31,31,1,31,1,11,0,0,358,605,9,0,127,205070899706638,205070907462370,8.0858059999999998,7.8118259999999999,0.0001,0.057598000000000482,205070899706568,205070907518263,0,0,1,0,0
195,3.2666668891906738,6.4676080000000002,0,9.8280119999999993,32,32,30,56991,0,0,366,1,0,151,1,3.3256389999999998,0.20458100000000001,31,31,1,31,1,11,0,0,358,605,9,0,127,205070910684086,205070917153588,6.8320270000000001,6.5206660000000003,0.0001,0.052958000000000283,205070910684006,205070917204562,0,0,1,0,0
196,3.2833335399627686,7.7402920000000002,0,11.348818,32,32,30,57352,0,0,361,1,0,185,1,3.5763660000000002,0.20622299999999999,31,31,1,31,1,11,0,0,358,605,9,0,127,205070920515715,205070928257450,8.1222490000000001,7.7903159999999998,8.0000000000000007e-05,0.049943999999999988,205070920515655,205070928305890,0,0,1,0,0
197,3.3000001907348633,6.4821949999999999,0,9.5742700000000003,32,32,30,57717,0,0,365,1,0,149,1,3.062811,0.20653299999999999,31,31,1,31,1,11,0,0,358,605,9,0,127,205070931869312,205070938353170,6.8515709999999999,6.5402930000000001,9.0000000000000006e-05,0.05800800000000006,205070931869242,205070938409445,0,0,1,0,0
198,3.316666841506958,6.396757,0,9.4532159999999994,32,32,30,58075,0,0,358,1,0,147,1,3.0278459999999998,0.20185500000000001,31,31,1,31,1,11,0,0,358,605,9,0,127,205070941447700,205070947846020,6.7583570000000002,6.4431330000000004,9.0000000000000006e-05,0.046286000000000271,205070941447630,205070947890683,0,0,1,0,0
199,3.3333334922790527,7.8020680000000002,0,10.954916000000001,32,32,30,58438,0,0,363,1,0,185,1,3.1212300000000002,0.238894,31,31,1,31,1,11,0,0,358,605,9,0,127,205070950904693,205070958708314,8.1760920000000006,7.8682509999999999,0.0001,0.066082999999999892,205070950904633,205070958772753,0,0,1,0,0
200,3.3500001430511475,7.7884029999999997,0,11.008134999999999,32,32,30,58797,0,0,359,1,0,185,1,3.188615,0.2102,31,31,1,31,1,11,0,0,358,605,9,0,127,205070961863947,205070969653973,8.1357710000000001,7.84117,0.00011,0.052656999999999954,205070961863887,205070969704957,0,0,1,0,0
201,3.3666667938232422,7.7186430000000001,0,10.871281,32,32,30,59159,0,0,362,1,0,185,1,3.1223510000000001,0.20652300000000001,31,31,1,31,1,11,0,0,358,605,9,0,127,205070972877322,205070980597748,8.0814760000000003,7.7728729999999997,0.0001,0.054129999999999789,205070972877252,205070980650005,0,0,1,0,0
202,3.3833334445953369,7.8006349999999998,0,10.805459000000001,32,32,30,59519,0,0,360,1,0,185,1,2.972534,0.20186499999999999,31,31,1,31,1,11,0,0,358,605,9,0,127,205070983752711,205070991554959,8.2455250000000007,7.8482339999999997,7.1000000000000005e-05,0.047527999999999793,205070983752651,205070991600804,0,0,1,0,0
203,3.4000000953674316,6.4606849999999998,0,9.4994519999999998,32,32,30,59881,0,0,362,1,0,148,1,3.010955,0.196324,31,31,1,31,1,11,0,0,358,605,9,0,127,205070994562968,205071001025266,6.8414010000000003,6.5054780000000001,8.0000000000000007e-05,0.044713000000000669,205070994562908,205071001068296,0,0,1,0,0
204,3.4166667461395264,6.4499050000000002,0,9.8842160000000003,32,32,30,60237,0,0,356,1,0,148,1,3.4062790000000001,0.19494300000000001,31,31,1,31,1,11,0,0,358,605,9,0,127,205071004066347,205071010517695,6.8832430000000002,6.4896089999999997,8.0000000000000007e-05,0.039623999999999882,205071004066277,205071010555806,0,0,1,0,0
205,3.4333333969116211,7.9113910000000001,0,11.126936000000001,32,32,30,60600,0,0,363,1,0,186,1,3.1807599999999998,0.19619500000000001,31,31,1,31,1,11,0,0,358,605,9,0,128,205071013954641,205071021867665,8.3379370000000002,7.9508939999999999,9.0000000000000006e-05,0.039412999999999698,205071013954571,205071021905385,0,0,1,0,0
206,3.4500002861022949,6.5821909999999999,0,9.6781640000000007,32,32,30,60956,0,0,356,1,0,154,1,3.0611679999999999,0.204731,31,31,1,31,1,11,0,0,358,605,9,0,128,205071025086376,205071031670200,6.9828060000000001,6.6242390000000002,0.0001,0.04194800000000054,205071025086306,205071031710455,0,0,1,0,0
207,3.4666669368743896,6.4634200000000002,0,9.6716719999999992,32,32,30,61322,0,0,366,1,0,149,1,3.1819630000000001,0.21135300000000001,31,31,1,31,1,11,0,0,358,605,9,0,128,205071034768407,205071041233300,6.8413830000000004,6.5200649999999998,9.0000000000000006e-05,0.056554999999999467,205071034768337,205071041288302,0,0,1,0,0
208,3.4833335876464844,7.7548199999999996,0,10.783498,32,32,30,61682,0,0,360,1,0,185,1,2.9956969999999998,0.20716499999999999,31,31,1,31,1,11,0,0,358,605,9,0,128,205071044443806,205071052200118,8.1106680000000004,7.799804,8.1000000000000004e-05,0.044903000000000581,205071044443746,205071052243459,0,0,1,0,0
209,3.5000002384185791,7.6663249999999996,0,10.762719000000001,32,32,30,62050,0,0,368,1,0,183,1,3.0654170000000001,0.198569,31,31,1,31,1,11,0,0,358,605,9,0,128,205071055232002,205071062899770,8.0383209999999998,7.7164780000000004,9.0000000000000006e-05,0.050063000000000635,205071055231932,205071062948310,0,0,1,0,0
210,3.5166668891906738,7.7689260000000004,0,10.895065000000001,32,32,30,62415,0,0,365,1,0,185,1,3.0912639999999998,0.20508100000000001,31,31,1,31,1,11,0,0,358,605,9,0,128,205071065999300,205071073776241,8.1056980000000003,7.8232569999999999,9.1000000000000003e-05,0.054239999999999178,205071065999230,205071073822396,0,0,1,0,0
211,3.5333335399627686,7.7678339999999997,0,11.171308,32,32,30,62784,0,0,369,1,0,185,1,3.3648530000000001,0.207816,31,31,1,31,1,11,0,0,358,605,9,0,128,205071076916576,205071084686524,8.163532,7.8267329999999999,0.00012,0.058779000000000359,205071076916496,205071084743089,0,0,1,0,0
212,3.5500001907348633,6.6841499999999998,0,9.8089870000000001,32,32,30,63150,0,0,366,1,0,151,1,3.095132,0.212756,31,31,1,31,1,12,0,0,358,605,9,0,129,205071088093374,205071094779438,7.1411160000000002,6.7393029999999996,0.00012999999999999999,0.055022999999999378,205071088093284,205071094832467,0,0,1,0,0
213,3.566666841506958,7.690741,0,10.673833999999999,32,32,30,63525,0,0,375,1,0,183,1,2.9546109999999999,0.197798,31,31,1,31,1,12,0,0,358,605,9,0,129,205071097906228,205071105598532,8.0919240000000006,7.7358450000000003,9.0000000000000006e-05,0.045014000000000109,205071097906158,205071105641923,0,0,1,0,0
214,3.5833334922790527,6.9440030000000004,0,10.036008000000001,32,32,30,63892,0,0,367,1,0,162,1,3.0615489999999999,0.20638400000000001,31,31,1,31,1,12,0,0,358,605,9,0,129,205071108584080,205071115529606,7.3555770000000003,7.0012590000000001,9.0000000000000006e-05,0.057165999999999606,205071108584010,205071115585139,0,0,1,0,0
215,3.6000001430511475,6.3668199999999997,0,9.3825950000000002,32,32,30,64263,0,0,371,1,0,147,1,2.9820609999999999,0.22281400000000001,31,31,1,31,1,12,0,0,358,605,9,0,129,205071118624457,205071124993011,6.7331320000000003,6.4282550000000001,0.000101,0.061334000000000444,205071118624396,205071125052541,0,0,1,0,0
216,3.6166667938232422,7.8043829999999996,0,10.898001000000001,32,32,30,64630,0,0,367,1,0,185,1,3.063453,0.20318700000000001,31,31,1,31,1,12,0,0,358,605,9,0,129,205071128010958,205071135817054,8.1867029999999996,7.8508690000000003,9.0000000000000006e-05,0.046396000000000548,205071128010888,205071135861677,0,0,1,0,0
217,3.6333334445953369,7.850047,0,10.955598,32,32,30,64999,0,0,369,1,0,186,1,3.0720480000000001,0.21201400000000001,31,31,1,31,1,11,0,0,358,605,9,0,128,205071138912546,205071146763985,8.3372019999999996,7.9001900000000003,6.0999999999999999e-05,0.050082000000000626,205071138912505,205071146812625,0,0,1,0,0
218,3.6500000953674316,9.3980929999999994,0,12.458791,32,32,30,65374,0,0,375,1,0,226,1,3.0220349999999998,0.201324,31,31,1,31,1,11,0,0,358,605,9,0,141,205071149873463,205071159273099,9.8897709999999996,9.4506309999999996,9.0000000000000006e-05,0.05244800000000005,205071149873393,205071159323924,0,0,1,0,0
219,3.6666667461395264,8.488353,0,11.620403,32,32,30,65755,0,0,381,1,0,203,1,3.1031059999999999,0.21212400000000001,31,31,1,31,1,11,0,0,358,605,9,0,141,205071162336432,205071170826448,8.8424650000000007,8.5484249999999999,0.000111,0.059960999999999487,205071162336371,205071170884676,0,0,1,0,0
220,3.6833336353302002,9.3076150000000002,0,12.347314000000001,32,32,30,66130,0,0,375,1,0,226,1,3.012378,0.20308699999999999,31,31,1,31,1,11,0,0,358,605,9,0,141,205071173961052,205071183270150,9.6700490000000006,9.3576879999999996,8.0000000000000007e-05,0.049992999999998844,205071173960982,205071183318560,0,0,1,0,0
221,3.7000002861022949,8.9086440000000007,0,11.547879,32,32,30,66509,0,0,379,1,0,216,1,2.6107420000000001,0.196575,31,31,1,31,1,11,0,0,358,605,9,0,141,205071186312414,205071195222540,9.3061919999999994,8.9553910000000005,8.0000000000000007e-05,0.046666999999999348,205071186312343,205071195267644,0,0,1,0,0
222,3.7166669368743896,8.1798599999999997,0,10.814977000000001,32,32,30,66884,0,0,375,1,0,199,1,2.61029,0.20238600000000001,31,31,1,31,1,11,0,0,358,605,9,0,141,205071197864029,205071206045241,8.5094899999999996,8.2179909999999996,9.1000000000000003e-05,0.038040000000000518,205071197863969,205071206081859,0,0,1,0,0
223,3.7333335876464844,8.0703259999999997,0,11.466025999999999,32,32,30,67264,0,0,380,1,0,193,1,3.3629989999999998,0.22073000000000001,31,31,1,31,1,11,0,0,358,605,9,0,141,205071208682752,205071216754441,8.4019139999999997,8.1224229999999995,6.9999999999999994e-05,0.052027000000000712,205071208682692,205071216805025,0,0,1,0,0
224,3.7500002384185791,7.4720950000000004,0,10.557437999999999,32,32,30,67639,0,0,375,1,0,175,1,3.054856,0.22456699999999999,31,31,1,31,1,11,0,0,358,605,9,0,141,205071220152896,205071227626483,7.8635349999999997,7.5320159999999996,9.0000000000000006e-05,0.059830999999999079,205071220152825,205071227684741,0,0,1,0,0
225,3.7666668891906738,8.166525,0,11.367743000000001,32,32,30,68019,0,0,380,1,0,195,1,3.165883,0.20019200000000001,31,31,1,31,1,11,0,0,358,605,9,0,141,205071230714501,205071238882659,8.5287570000000006,8.2092340000000004,9.0000000000000006e-05,0.042619000000000185,205071230714441,205071238923585,0,0,1,0,0
226,3.7833335399627686,7.0293919999999996,0,10.230911000000001,32,32,30,68394,0,0,375,1,0,166,1,3.1693889999999998,0.22566900000000001,31,31,1,31,1,11,0,0,358,605,9,0,141,205071242087114,205071249118349,7.3880059999999999,7.0900249999999998,0.00011,0.060522999999999882,205071242087033,205071249176948,0,0,1,0,0
227,3.8000001907348633,7.467295,0,10.815206999999999,32,32,30,68775,0,0,381,1,0,178,1,3.3144990000000001,0.20340800000000001,31,31,1,31,1,11,0,0,358,605,9,0,141,205071252321711,205071259790369,7.7973080000000001,7.5166370000000002,9.0000000000000006e-05,0.049252000000000073,205071252321651,205071259838188,0,0,1,0,0
228,3.816666841506958,8.0802549999999993,0,11.413258000000001,32,32,30,69154,0,0,379,1,0,188,1,3.3011539999999999,0.206624,31,31,1,31,1,12,0,0,358,605,9,0,142,205071263141206,205071271223194,8.4921629999999997,8.1365390000000009,0.0001,0.056184000000001788,205071263141146,205071271277565,0,0,1,0,0
229,3.8333334922790527,7.9329510000000001,0,12.163522,32,32,30,69535,0,0,381,1,0,190,1,4.2013569999999998,0.20355799999999999,31,31,1,31,1,12,0,0,358,605,9,0,142,205071274558502,205071282492925,8.2687270000000002,7.9766719999999998,8.0000000000000007e-05,0.043641000000000041,205071274558441,205071282535023,0,0,1,0,0
